Time,DataRate_Mbps
1.24244,86.6434
1.2429,76.3165
1.2435,75.9343
1.2441,77.0751
1.24473,73.7512
1.24528,83.335
1.24569,84.7324
1.24629,77.0751
1.24671,82.9039
1.24717,74.83
1.2476,79.474
1.24801,84.7324
1.24847,76.3165
1.24896,70.6989
1.24944,72.0243
1.24984,84.7324
1.25047,73.7512
1.2511,73.7512
1.25172,73.7512
1.25243,81.9353
1.25301,79.4627
1.25353,87.604
1.25396,81.1527
1.25445,70.6989
1.25486,84.7324
1.25545,78.2507
1.25603,79.4627
1.2565,73.4004
1.2571,77.0751
1.2575,86.6434
1.25798,72.0243
1.2586,74.8268
1.25918,79.4627
1.2596,81.1527
1.26005,77.8632
1.26065,75.9343
1.26122,82.003
1.26166,77.8632
1.26229,73.7512
1.2627,84.7324
1.26329,78.2507
1.2637,82.9039
1.26411,84.7324
1.26473,74.8268
1.26518,76.3165
1.26562,79.474
1.26623,74.8268
1.26668,77.8632
1.26729,74.8268
1.26783,86.1332
1.26844,75.9343
1.269,82.003
1.26944,79.474
1.27006,73.7512
1.27067,75.9343
1.27111,77.8632
1.27153,82.9039
1.2721,80.7129
1.27252,82.9039
1.27315,73.7512
1.27361,74.83
1.27422,75.9343
1.27464,81.1527
1.2751,76.3165
1.2755,86.6434
1.27597,73.4004
1.2764,79.474
1.27684,79.474
1.2773,74.83
1.27786,82.003
1.27847,75.9343
1.27905,79.4627
1.27949,77.8632
1.27994,77.8632
1.28053,78.2507
1.28093,86.6434
1.28135,81.1527
1.28183,73.4004
1.28231,72.0243
1.28274,79.474
1.28317,81.1527
1.28377,77.0751
1.28437,75.9343
1.28481,79.474
1.28521,86.6434
1.28563,81.1527
1.28614,68.1892
1.2867,82.003
1.28717,73.4004
1.28763,76.3165
1.28822,78.2507
1.28879,80.7129
1.28937,79.4627
1.28978,84.7324
1.29024,74.83
1.29067,81.1527
1.29114,73.4004
1.29176,74.8268
1.29238,73.7512
1.29293,84.711
1.29351,79.4627
1.29408,80.7129
1.29457,70.6989
1.29511,84.711
1.29554,81.1527
1.296,74.83
1.29645,77.8632
1.29687,81.1527
1.29734,73.4004
1.29792,79.4627
1.29851,78.2507
1.29899,73.4004
1.29961,73.7512
1.30021,77.0751
1.30077,82.003
1.30118,84.7324
1.30159,84.7324
1.30208,70.6989
1.30253,76.3165
1.30294,84.7324
1.30355,75.9343
1.30396,84.7324
1.30436,84.7324
1.30483,74.83
1.30529,74.83
1.30572,79.474
1.30622,69.4214
1.30679,80.7129
1.30725,76.3165
1.30785,77.0751
1.30846,74.8268
1.30888,82.9039
1.30928,86.6434
1.30968,86.6434
1.31012,77.8632
1.31062,69.4214
1.31119,80.7129
1.31181,74.8268
1.31223,82.9039
1.31271,72.0243
1.31333,73.7512
1.31385,89.1259
1.31426,84.7324
1.31488,73.7512
1.31551,73.7512
1.31593,82.9039
1.31637,77.8632
1.31681,79.474
1.31725,77.8632
1.3177,76.3165
1.31827,82.003
1.31874,73.4004
1.31917,79.474
1.31978,75.9343
1.32035,80.7129
1.32081,76.3165
1.32127,74.83
1.32171,77.8632
1.32211,86.6434
1.32274,73.7512
1.32336,73.7512
1.32399,73.7512
1.32458,78.2507
1.32518,77.0751
1.32571,86.1332
1.32629,80.7129
1.32684,83.335
1.32744,77.0751
1.32786,82.9039
1.32833,73.4004
1.32876,79.474
1.32918,82.9039
1.32962,77.8632
1.3301,72.0243
1.33053,81.1527
1.331,73.4004
1.33141,84.7324
1.33199,79.4627
1.33261,74.8268
1.33319,79.4627
1.33366,73.4004
1.33408,82.9039
1.33469,74.8268
1.33531,74.8268
1.33586,84.711
1.33648,73.7512
1.33707,78.2507
1.33763,83.335
1.33825,73.7512
1.33881,83.335
1.33939,79.4627
1.33996,80.7129
1.34037,84.7324
1.34078,84.7324
1.34126,72.0243
1.34167,82.9039
1.34214,74.83
1.34258,77.8632
1.34298,86.6434
1.34348,69.4214
1.34395,73.4004
1.34439,77.8632
1.34483,79.474
1.34543,75.9343
1.3459,74.83
1.34648,79.4627
1.34707,78.2507
1.34748,82.9039
1.34793,77.8632
1.34854,75.9343
1.34895,84.7324
1.34935,84.7324
1.34979,79.474
1.35028,70.6989
1.35089,74.8268
1.3513,84.7324
1.35176,76.3165
1.35217,82.9039
1.35263,74.83
1.35308,77.8632
1.35348,86.6434
1.35391,79.474
1.35441,69.4214
1.35481,86.6434
1.35524,79.474
1.35564,86.6434
1.35617,65.8516
1.3566,81.1527
1.35722,73.7512
1.35768,74.83
1.35811,81.1527
1.35869,79.4627
1.35915,74.83
1.35977,74.8268
1.36039,74.8268
1.36099,77.0751
1.36149,92.334
1.36189,84.7324
1.36237,72.0243
1.36279,82.9039
1.36325,74.83
1.36371,76.3165
1.3643,78.2507
1.36475,76.3165
1.36516,84.7324
1.36566,69.4214
1.36628,73.7512
1.3669,74.8268
1.36744,84.711
1.36799,84.711
1.36845,74.83
1.36903,79.4627
1.36948,77.8632
1.37006,79.4627
1.37066,75.9343
1.37125,79.4627
1.37185,75.9343
1.37226,84.7324
1.37272,74.83
1.37312,86.6434
1.37362,69.4214
1.37404,82.9039
1.37465,75.9343
1.37525,77.0751
1.37585,75.9343
1.37648,73.7512
1.37708,77.0751
1.37758,92.334
1.37818,77.0751
1.37878,77.0751
1.37924,74.83
1.37987,73.7512
1.3804,86.1332
1.38096,82.003
1.38158,74.8268
1.38215,80.7129
1.3826,77.8632
1.383,86.6434
1.38362,73.7512
1.38406,79.474
1.38448,81.1527
1.3851,74.8268
1.38555,76.3165
1.38601,76.3165
1.38644,79.474
1.38703,78.2507
1.38764,75.9343
1.38824,77.0751
1.38882,79.4627
1.3894,79.4627
1.38998,79.4627
1.39044,74.83
1.39084,86.6434
1.39143,78.2507
1.39192,70.6989
1.39247,84.711
1.39307,77.0751
1.39368,74.8268
1.3943,74.8268
1.3949,77.0751
1.39543,87.604
1.39604,75.9343
1.39649,76.3165
1.39692,79.474
1.39748,83.335
1.39797,70.6989
1.39859,73.7512
1.39915,83.335
1.39957,81.1527
1.40017,77.0751
1.40073,82.003
1.40132,79.4627
1.40179,73.4004
1.40225,74.83
1.40281,82.003
1.40328,73.4004
1.40386,79.4627
1.40429,81.1527
1.4049,75.9343
1.40532,81.1527
1.40591,79.4627
1.40648,80.7129
1.40709,75.9343
1.4077,74.8268
1.40826,83.335
1.40871,76.3165
1.40914,79.474
1.4096,76.3165
1.41,86.6434
1.41042,81.1527
1.41084,82.9039
1.41137,64.7418
1.41181,79.474
1.41223,82.9039
1.41266,79.474
1.41307,84.7324
1.41355,72.0243
1.41395,86.6434
1.41446,67
1.41493,74.83
1.41553,75.9343
1.41613,77.0751
1.41674,75.9343
1.41725,90.7016
1.41766,84.7324
1.41812,74.83
1.41854,82.9039
1.41894,86.6434
1.41939,76.3165
1.41988,70.6989
1.42028,86.6434
1.42079,67
1.42127,73.4004
1.42186,77.0751
1.42227,84.7324
1.42268,84.7324
1.42308,86.6434
1.42353,76.3165
1.42398,77.8632
1.42443,76.3165
1.4249,73.4004
1.4253,86.6434
1.42574,77.8632
1.4262,76.3165
1.42666,74.83
1.42712,74.83
1.42772,77.0751
1.42814,82.9039
1.42857,79.474
1.42909,67
1.4297,75.9343
1.43026,82.003
1.43068,82.9039
1.43108,84.7324
1.4317,74.8268
1.43217,73.4004
1.43259,82.9039
1.43322,73.7512
1.4338,79.4627
1.43425,76.3165
1.4348,83.335
1.43543,73.7512
1.43602,78.2507
1.43657,84.711
1.43718,74.8268
1.43764,74.83
1.43825,75.9343
1.43881,83.335
1.43922,82.9039
1.4397,72.0243
1.44027,82.003
1.44069,81.1527
1.44132,73.7512
1.44178,74.83
1.44239,75.9343
1.44295,82.003
1.44338,81.1527
1.44397,78.2507
1.44455,79.4627
1.445,76.3165
1.44562,74.8268
1.4462,79.4627
1.44664,77.8632
1.44723,79.4627
1.44782,78.2507
1.44826,77.8632
1.44869,81.1527
1.44909,84.7324
1.4497,75.9343
1.45029,78.2507
1.45069,86.6434
1.45122,65.8516
1.45177,83.335
1.45219,82.9039
1.45259,86.6434
1.45304,76.3165
1.45356,67
1.45402,74.83
1.45461,78.2507
1.45505,77.8632
1.4555,77.8632
1.45604,84.711
1.45653,70.6989
1.45709,82.003
1.45755,76.3165
1.45795,84.7324
1.45836,84.7324
1.45883,73.4004
1.45929,76.3165
1.4599,74.8268
1.46053,73.7512
1.46108,83.335
1.46171,73.7512
1.46211,86.6434
1.46251,86.6434
1.463,70.6989
1.46343,79.474
1.46388,77.8632
1.4643,81.1527
1.46492,74.8268
1.46551,78.2507
1.46592,84.7324
1.46654,73.7512
1.46715,75.9343
1.46773,79.4627
1.46834,75.9343
1.46891,80.7129
1.46947,83.335
1.46987,86.6434
1.47036,69.4214
1.47081,77.8632
1.47128,73.4004
1.47182,84.711
1.47231,70.6989
1.47286,84.711
1.47328,82.9039
1.4737,81.1527
1.47418,72.0243
1.47478,77.0751
1.47538,77.0751
1.47596,79.4627
1.4764,77.8632
1.47683,81.1527
1.47729,74.83
1.4779,75.9343
1.47851,75.9343
1.47891,86.6434
1.4795,78.2507
1.47996,74.83
1.4804,79.474
1.481,75.9343
1.48145,77.8632
1.48189,77.8632
1.48249,77.0751
1.48291,82.9039
1.48348,80.7129
1.48407,78.2507
1.48468,75.9343
1.4851,81.1527
1.48554,79.474
1.48594,86.6434
1.48634,86.6434
1.48682,72.0243
1.48732,68.1892
1.48777,77.8632
1.48837,77.0751
1.48898,74.8268
1.48953,84.711
1.48993,86.6434
1.49043,69.4214
1.49101,79.4627
1.49163,73.7512
1.49222,78.2507
1.49284,74.8268
1.49325,84.7324
1.49367,82.9039
1.49427,75.9343
1.49485,79.4627
1.49544,79.4627
1.49606,73.7512
1.49668,74.8268
1.4973,74.8268
1.4979,77.0751
1.49843,86.1332
1.49899,83.335
1.49943,77.8632
1.49999,82.003
1.50058,78.2507
1.50105,73.4004
1.50165,77.0751
1.50223,79.4627
1.50265,82.9039
1.50313,72.0243
1.50373,77.0751
1.50432,78.2507
1.50488,82.003
1.50535,74.83
1.50596,74.8268
1.50655,78.2507
1.50707,89.1259
1.50749,82.9039
1.50799,68.1892
1.50841,82.9039
1.50886,77.8632
1.50944,79.4627
1.50993,70.6989
1.51034,82.9039
1.51091,82.003
1.51152,74.8268
1.51192,86.6434
1.51241,70.6989
1.51287,74.83
1.51327,86.6434
1.51373,76.3165
1.51435,73.7512
1.51477,82.9039
1.51519,81.1527
1.51562,81.1527
1.51624,74.8268
1.51665,84.7324
1.51727,73.7512
1.51771,79.474
1.51831,75.9343
1.51888,82.003
1.51933,76.3165
1.51995,74.8268
1.52035,86.6434
1.52096,74.8268
1.52139,81.1527
1.52197,79.4627
1.52259,74.8268
1.52304,76.3165
1.52349,77.8632
1.52408,77.0751
1.52468,77.0751
1.52511,81.1527
1.52555,77.8632
1.526,77.8632
1.52644,77.8632
1.52704,77.0751
1.52761,80.7129
1.52802,84.7324
1.52845,81.1527
1.5289,76.3165
1.52935,76.3165
1.52997,74.8268
1.53041,77.8632
1.53099,80.7129
1.53142,79.474
1.53183,84.7324
1.53235,67
1.53275,84.7324
1.53319,79.474
1.53361,81.1527
1.53407,76.3165
1.53455,72.0243
1.535,76.3165
1.53544,79.474
1.53598,84.711
1.53645,73.4004
1.53703,79.4627
1.53762,78.2507
1.53823,75.9343
1.53864,84.7324
1.53906,82.9039
1.53951,76.3165
1.53994,81.1527
1.54043,69.4214
1.54101,79.4627
1.54149,73.4004
1.54204,83.335
1.54248,79.474
1.54288,84.7324
1.54328,86.6434
1.54361,69.8332
1.54404,81.1527
1.54454,68.1892
1.54497,81.1527
1.54537,86.6434
1.54589,65.8516
1.54636,74.83
1.54697,74.8268
1.54757,77.0751
1.54815,79.4627
1.54878,73.7512
1.5494,74.8268
1.54996,82.003
1.55055,78.2507
1.55114,78.2507
1.55166,89.1259
1.55222,82.003
1.55281,78.2507
1.55329,72.0243
1.55392,73.7512
1.55445,86.1332
1.55508,73.7512
1.55562,84.711
1.5562,80.7129
1.55662,81.1527
1.55711,70.6989
1.55753,82.9039
1.55796,81.1527
1.55856,75.9343
1.55901,77.8632
1.55945,77.8632
1.5599,76.3165
1.56034,79.474
1.56074,86.6434
1.56122,72.0243
1.56181,78.2507
1.56225,77.8632
1.56267,82.9039
1.56317,69.4214
1.56379,73.7512
1.56432,87.604
1.56472,86.6434
1.56514,82.9039
1.56564,69.4214
1.56624,75.9343
1.56685,75.9343
1.56743,79.4627
1.56789,74.83
1.5685,75.9343
1.56908,79.4627
1.56948,86.6434
1.56992,79.474
1.57038,74.83
1.57084,74.83
1.57126,82.9039
1.57185,78.2507
1.57232,73.4004
1.57274,82.9039
1.57335,74.8268
1.57376,84.7324
1.57422,76.3165
1.57462,84.7324
1.57512,69.4214
1.57555,81.1527
1.57615,77.0751
1.57677,73.7512
1.57729,89.1259
1.57787,79.4627
1.57831,79.474
1.5788,69.4214
1.57935,84.711
1.57975,86.6434
1.58018,79.474
1.58069,68.1892
1.58127,79.4627
1.58188,75.9343
1.58249,75.9343
1.58293,77.8632
1.58354,75.9343
1.58394,86.6434
1.58439,76.3165
1.58482,81.1527
1.58528,74.83
1.58584,82.003
1.58633,70.6989
1.58693,77.0751
1.58746,87.604
1.58793,73.4004
1.58852,78.2507
1.58897,76.3165
1.58941,79.474
1.58984,79.474
1.59024,86.6434
1.59074,69.4214
1.59118,79.474
1.59174,82.003
1.59236,74.8268
1.59295,77.0751
1.59356,75.9343
1.59398,82.9039
1.59442,77.8632
1.59482,86.6434
1.59544,74.8268
1.59589,76.3165
1.5963,84.7324
1.59675,76.3165
1.59735,77.0751
1.59783,72.0243
1.59825,82.9039
1.59872,73.4004
1.59915,81.1527
1.59974,78.2507
1.60016,81.1527
1.60058,82.9039
1.60103,76.3165
1.6015,74.83
1.6019,84.7324
1.60238,72.0243
1.60297,79.4627
1.60342,76.3165
1.604,79.4627
1.60462,74.8268
1.60506,77.8632
1.60547,84.7324
1.60588,84.7324
1.60637,69.4214
1.60696,78.2507
1.60756,77.0751
1.60817,75.9343
1.6087,87.604
1.60914,77.8632
1.60957,81.1527
1.6102,73.7512
1.61064,77.8632
1.6111,74.83
1.61173,73.7512
1.61234,74.8268
1.61288,86.1332
1.61351,73.7512
1.61391,84.7324
1.61454,73.7512
1.61507,87.604
1.61548,84.7324
1.61608,75.9343
1.61653,77.8632
1.61712,78.2507
1.61773,74.8268
1.61814,84.7324
1.61875,75.9343
1.61938,73.7512
1.61998,77.0751
1.62055,80.7129
1.62097,81.1527
1.62138,84.7324
1.62186,72.0243
1.62244,79.4627
1.62286,82.9039
1.62345,78.2507
1.62387,82.9039
1.62436,70.6989
1.6248,77.8632
1.62524,77.8632
1.62584,78.2507
1.62645,74.8268
1.62703,79.4627
1.62765,74.8268
1.62807,82.9039
1.62864,80.7129
1.62907,81.1527
1.62967,75.9343
1.63026,78.2507
1.63084,79.4627
1.63128,79.474
1.63171,81.1527
1.63216,76.3165
1.63257,84.7324
1.633,79.474
1.63346,74.83
1.63397,68.1892
1.63457,77.0751
1.63519,74.8268
1.63573,84.711
1.63616,81.1527
1.63658,81.1527
1.63698,86.6434
1.63745,73.4004
1.63808,73.7512
1.63852,77.8632
1.63909,82.003
1.63953,77.8632
1.63993,86.6434
1.64034,84.7324
1.64067,69.8332
1.64115,72.0243
1.64157,82.9039
1.64198,82.9039
1.64241,81.1527
1.64294,64.7418
1.64356,74.8268
1.64411,83.335
1.64455,79.474
1.64515,77.0751
1.64577,73.7512
1.64619,82.9039
1.64661,82.9039
1.64704,79.474
1.64752,72.0243
1.64797,77.8632
1.64839,81.1527
1.649,75.9343
1.64959,78.2507
1.65019,77.0751
1.65063,77.8632
1.65118,84.711
1.6518,74.8268
1.65239,78.2507
1.65298,78.2507
1.65358,77.0751
1.6542,73.7512
1.65483,73.7512
1.65544,74.8268
1.65615,81.9353
1.65668,87.604
1.6571,81.1527
1.65752,82.9039
1.65802,69.4214
1.65844,81.1527
1.65903,78.2507
1.65943,86.6434
1.65989,76.3165
1.66031,81.1527
1.66076,77.8632
1.66137,74.8268
1.66178,84.7324
1.66241,73.7512
1.66287,74.83
1.66345,79.4627
1.66404,78.2507
1.66449,77.8632
1.66506,80.7129
1.66552,74.83
1.66592,86.6434
1.66639,73.4004
1.66697,79.4627
1.66741,77.8632
1.66787,76.3165
1.66828,84.7324
1.66875,73.4004
1.66919,77.8632
1.66961,82.9039
1.67001,86.6434
1.67044,79.474
1.67075,73.8741
1.67119,79.474
1.67172,64.7418
1.67228,83.335
1.67271,79.474
1.67314,81.1527
1.67355,84.7324
1.67408,64.7418
1.67465,80.7129
1.67524,78.2507
1.67582,79.4627
1.67625,81.1527
1.67665,86.6434
1.67713,72.0243
1.67758,76.3165
1.67798,86.6434
1.67844,74.83
1.67896,67
1.67958,73.7512
1.6801,89.1259
1.6807,77.0751
1.68127,80.7129
1.68171,79.474
1.68212,84.7324
1.68264,65.8516
1.68309,77.8632
1.68348,86.6434
1.6839,82.9039
1.68432,82.9039
1.68473,84.7324
1.68519,74.83
1.68571,65.8516
1.68632,75.9343
1.68676,79.474
1.68734,79.4627
1.68795,75.9343
1.68857,73.7512
1.68916,78.2507
1.68976,77.0751
1.69036,77.0751
1.69093,80.7129
1.69155,74.8268
1.69208,87.604
1.69268,75.9343
1.6933,74.8268
1.69382,89.1259
1.69424,82.9039
1.69485,75.9343
1.69546,74.8268
1.69605,78.2507
1.69646,84.7324
1.69692,74.83
1.69737,77.8632
1.69794,80.7129
1.6984,74.83
1.69902,74.8268
1.69962,77.0751
1.70019,80.7129
1.7008,75.9343
1.70136,82.003
1.70199,73.7512
1.70239,86.6434
1.70284,76.3165
1.7033,74.83
1.70393,73.7512
1.70445,87.604
1.70504,78.2507
1.70551,73.4004
1.70612,75.9343
1.70669,82.003
1.70724,83.335
1.70786,74.8268
1.70847,74.8268
1.70887,86.6434
1.70945,79.4627
1.71004,78.2507
1.71051,73.4004
1.71111,78.2507
1.71156,76.3165
1.71215,78.2507
1.71274,78.2507
1.71318,77.8632
1.71359,84.7324
1.71399,86.6434
1.71461,74.8268
1.71501,84.7324
1.71549,72.0243
1.71589,86.6434
1.71638,70.6989
1.71699,75.9343
1.71744,76.3165
1.71789,77.8632
1.71847,79.4627
1.71888,84.7324
1.71938,69.4214
1.71981,79.474
1.72025,79.474
1.72087,73.7512
1.72127,86.6434
1.72168,84.7324
1.72208,86.6434
1.7225,81.1527
1.72299,70.6989
1.72351,67
1.72408,80.7129
1.72468,77.0751
1.72508,86.6434
1.72568,77.0751
1.7261,81.1527
1.72652,82.9039
1.72702,69.4214
1.72749,73.4004
1.72804,84.711
1.7285,74.83
1.72906,82.003
1.7295,79.474
1.73012,73.7512
1.73055,81.1527
1.73096,84.7324
1.73146,68.1892
1.73187,84.7324
1.73232,76.3165
1.73277,77.8632
1.73318,84.7324
1.7336,81.1527
1.734,86.6434
1.73447,73.4004
1.73488,84.7324
1.73537,70.6989
1.73582,76.3165
1.73645,73.7512
1.73703,79.4627
1.73748,76.3165
1.73789,84.7324
1.73852,73.7512
1.73898,74.83
1.73938,86.6434
1.7398,82.9039
1.74023,79.474
1.74065,82.9039
1.74115,69.4214
1.74154,86.6434
1.74203,70.6989
1.74243,86.6434
1.74293,69.4214
1.74342,70.6989
1.744,79.4627
1.74458,79.4627
1.74521,73.7512
1.74578,80.7129
1.7462,82.9039
1.7466,86.6434
1.74704,77.8632
1.74746,82.9039
1.74798,65.8516
1.74844,76.3165
1.749,82.003
1.74944,77.8632
1.75004,77.0751
1.75047,81.1527
1.75106,78.2507
1.75147,82.9039
1.75197,69.4214
1.75237,86.6434
1.75297,77.0751
1.75338,84.7324
1.75379,84.7324
1.7543,67
1.75489,78.2507
1.75531,82.9039
1.75578,73.4004
1.7564,74.8268
1.75684,77.8632
1.75743,78.2507
1.75798,84.711
1.7584,81.1527
1.75884,79.474
1.75932,72.0243
1.75994,73.7512
1.76038,79.474
1.76078,86.6434
1.76122,77.8632
1.76163,84.7324
1.76209,74.83
1.76252,81.1527
1.76304,67
1.76343,86.6434
1.76403,77.0751
1.76466,73.7512
1.76509,79.474
1.76553,79.474
1.76598,76.3165
1.7666,74.8268
1.76715,83.335
1.76778,73.7512
1.76837,78.2507
1.76877,86.6434
1.76922,76.3165
1.76967,77.8632
1.77027,75.9343
1.7709,73.7512
1.7713,86.6434
1.77188,79.4627
1.77248,77.0751
1.77303,83.335
1.77343,86.6434
1.77391,72.0243
1.77437,76.3165
1.77477,84.7324
1.77526,70.6989
1.77566,86.6434
1.7761,79.474
1.77671,74.8268
1.77718,74.83
1.7778,73.7512
1.77842,74.8268
1.77905,73.7512
1.77959,84.711
1.78018,78.2507
1.78079,75.9343
1.7813,90.7016
1.78191,75.9343
1.7825,77.0751
1.78293,81.1527
1.78353,77.0751
1.7841,80.7129
1.78472,74.8268
1.78532,77.0751
1.78586,84.711
1.78626,86.6434
1.78679,65.8516
1.78734,83.335
1.78797,73.7512
1.78857,77.0751
1.78916,78.2507
1.7897,84.711
1.79012,82.9039
1.79052,86.6434
1.79101,70.6989
1.79161,75.9343
1.79208,74.83
1.79266,79.4627
1.79307,82.9039
1.79368,75.9343
1.7941,82.9039
1.7946,69.4214
1.79503,79.474
1.7956,82.003
1.79603,79.474
1.79649,74.83
1.79695,76.3165
1.79737,81.1527
1.79778,84.7324
1.79821,81.1527
1.79863,81.1527
1.79911,72.0243
1.79974,73.7512
1.80034,77.0751
1.80079,76.3165
1.8012,84.7324
1.80181,75.9343
1.80224,79.474
1.8027,76.3165
1.8031,84.7324
1.80352,82.9039
1.80395,81.1527
1.80448,64.7418
1.80511,73.7512
1.80566,83.335
1.8061,77.8632
1.80651,84.7324
1.80699,72.0243
1.8076,75.9343
1.80802,82.9039
1.80844,81.1527
1.80885,84.7324
1.80945,77.0751
1.81008,73.7512
1.81049,84.7324
1.81094,76.3165
1.81136,81.1527
1.81185,70.6989
1.81244,78.2507
1.81301,82.003
1.81343,81.1527
1.81385,82.9039
1.81427,82.9039
1.81458,73.8741
1.81499,82.9039
1.81548,72.0243
1.81592,77.8632
1.81639,73.4004
1.81683,79.474
1.81722,86.6434
1.8177,72.0243
1.81813,81.1527
1.81858,76.3165
1.81906,72.0243
1.81966,77.0751
1.82007,84.7324
1.82056,70.6989
1.82115,78.2507
1.8217,83.335
1.82217,73.4004
1.8228,73.7512
1.8232,86.6434
1.82362,82.9039
1.8241,72.0243
1.82464,84.711
1.82523,78.2507
1.82566,81.1527
1.82612,74.83
1.82654,82.9039
1.82695,82.9039
1.82741,76.3165
1.82793,65.8516
1.82833,86.6434
1.82882,70.6989
1.82922,86.6434
1.82964,82.9039
1.83012,72.0243
1.83053,82.9039
1.83097,79.474
1.83147,69.4214
1.83209,73.7512
1.83271,74.8268
1.83331,77.0751
1.83385,84.711
1.8344,84.711
1.83483,79.474
1.83542,79.4627
1.83586,77.8632
1.83635,70.6989
1.83694,78.2507
1.83751,80.7129
1.83796,77.8632
1.83854,79.4627
1.83899,76.3165
1.8394,84.7324
1.84001,75.9343
1.84045,77.8632
1.84107,74.8268
1.84169,73.7512
1.84221,89.1259
1.84281,77.0751
1.8434,78.2507
1.84382,82.9039
1.84442,77.0751
1.84488,74.83
1.8453,81.1527
1.84576,76.3165
